item_id_1,item_id_2,similarity_score
1266,9929,0.9999149265017588
1266,2088,0.9999149265017588
640,2231,0.9999141196329575
4646,6127,0.9999133069324395
7830,9633,0.9999096705463286
251,7830,0.9999094313598125
4290,6915,0.9999093749963185
7036,9902,0.9999091543759563
8515,9619,0.9999065263432004
1266,3107,0.9999043090546262
1749,6228,0.9999021435605902
8243,9870,0.9999019062115525
1167,9095,0.9999008508985416
2441,3132,0.9999004718883998
138,5399,0.9999004718883998
3132,5399,0.9999004718883998
138,2441,0.9999004718883998
3130,6383,0.9998989428581122
2486,5239,0.9998982658890304
4255,6689,0.9998979997442521
1494,3170,0.9998947361507933
5017,5469,0.9998945223462916
6267,8969,0.9998944562033564
5805,9307,0.9998912834815672
2640,6606,0.9998910798781855
4475,8057,0.999891070310917
3440,3576,0.9998877581172112
3107,9807,0.9998850298286844
1759,3549,0.9998843161236013
1054,2778,0.9998841422255889
7022,7413,0.9998803253871982
5614,8616,0.9998781441030448
1167,8209,0.9998767089172027
1266,3305,0.9998762944621997
3707,7886,0.999876025945904
579,3853,0.999875115935176
3149,7068,0.9998737772063442
6412,9220,0.9998734175524134
6412,9506,0.9998733518686616
6412,7930,0.9998727025942743
1091,1927,0.9998607124532539
3088,7112,0.9998588685880929
376,5258,0.9998579755282552
6789,9633,0.9998577717174826
6530,6606,0.9998567213070487
3853,9976,0.9998567032077589
2896,9191,0.9998565227199389
7782,9869,0.9998563868217971
2177,5504,0.9998556338644246
5923,8385,0.9998550908052887
7752,8625,0.9998523043595143
3216,7249,0.9998510224710117
8032,8889,0.9998509984204828
2640,3591,0.9998509796095586
208,9094,0.9998459491072952
67,5201,0.9998451041017316
559,5252,0.9998447338122262
3625,8625,0.9998444663505478
2284,5891,0.999844455870692
610,6984,0.9998430069245681
8625,8979,0.9998399165169917
6601,6668,0.9998371188869128
251,6789,0.9998370957228279
6118,9754,0.999834136527854
6118,6396,0.999834136527854
156,5536,0.9998326006620905
1725,8243,0.9998313402384669
1204,8243,0.9998313402384669
9633,9721,0.99982661704853
251,9721,0.9998237341030543
1204,7917,0.9998219515013442
1725,7917,0.9998219515013442
6081,7413,0.9998214123282807
4682,9675,0.999821103470814
6354,6745,0.9998182323087316
8623,9926,0.9998177701160834
4152,6440,0.9998148597106612
610,8682,0.9998120680483187
6352,8547,0.9998118742602318
6668,9736,0.9998090499987801
3130,8979,0.999808544792906
737,2815,0.9998076248257277
8541,8625,0.9998074975867423
3130,3625,0.999806567929414
2177,6770,0.9998059431830839
1516,3853,0.9998046324990009
879,3853,0.9998034662542619
6745,7089,0.9998031981345783
2622,7752,0.9997964481460346
2347,3899,0.9997961330098258
879,3013,0.9997954650883815
2622,3625,0.9997954512245258
2622,8979,0.9997906276116707
951,4448,0.9997885935253028
1590,6689,0.9997877052101778
5715,9732,0.9997874942165286
1386,6233,0.999784960569434
6352,9409,0.9997849156038896
6878,9180,0.9997823020856592
2622,8541,0.9997785318527515
8573,9779,0.9997785183672899
430,5099,0.9997761058569604
3881,7800,0.9997716149119805
7428,7461,0.9997665153977956
6789,7830,0.9997627610888562
3416,6789,0.999761242164992
4195,9758,0.9997598701035828
2253,2579,0.9997590726449337
1516,3013,0.9997578246251719
1204,3522,0.9997569851403583
1725,3522,0.9997569851403583
3549,9902,0.9997565369664427
4128,9976,0.9997553523704077
2088,3305,0.9997491693740678
5127,6440,0.9997479424191131
2506,9327,0.9997478477273484
33,5438,0.9997456640263572
965,8910,0.9997417283251624
3416,9633,0.9997417013157246
3456,6530,0.9997410698327188
3591,6606,0.9997357638755314
9761,9779,0.9997357598076667
2258,7800,0.9997349658041531
1597,1761,0.9997336535176701
3079,6518,0.9997292821180777
3079,8185,0.9997270473465498
5752,9655,0.999726929089932
792,5918,0.9997194792203877
3108,7740,0.9997159545202619
1149,3108,0.9997159545202619
6383,8625,0.9997129025653332
3060,9126,0.9997115968073691
879,9976,0.9997110284408451
439,1597,0.9997065097905686
1990,2446,0.9997047605745482
4128,4506,0.9997037636568785
2237,5061,0.9997035570600226
6081,7022,0.9997023434624746
953,9419,0.9997023277831392
640,3079,0.9997014957323157
4853,6789,0.9997006825272884
4202,7033,0.9997002991781432
1786,8347,0.9997002473258058
3659,7837,0.9996930910046342
1975,3312,0.9996915537972189
486,2465,0.9996889047521196
5180,8541,0.9996872611073742
1737,2288,0.9996861898327132
2727,9419,0.9996859344840059
1772,2713,0.9996858504963528
3250,9887,0.9996849171006107
5005,6233,0.999681982771217
5180,7752,0.9996785599554807
2104,8910,0.9996770776205601
579,879,0.9996754374235272
6383,8979,0.9996750508714314
3591,6530,0.9996713650753366
1644,2506,0.9996712161164011
2231,3079,0.9996701266267761
5287,8193,0.9996678663949256
145,793,0.9996674348669615
2041,7190,0.9996635738766247
7830,9721,0.9996635007707129
3741,9950,0.9996631976806329
5519,7747,0.9996626252994849
2343,3554,0.9996605927823838
5239,6118,0.9996570563009952
33,3083,0.9996568777856917
3461,8910,0.999647887458492
7821,8910,0.9996427594985943
156,4662,0.9996413071507309
5305,9896,0.9996383403170497
9379,9588,0.999637809364828
5180,8979,0.9996325214971034
8547,9409,0.9996318788506804
4623,7584,0.9996316701389131
7584,8455,0.999631612301793
5488,6518,0.999628281316095
4853,9633,0.9996272353346374
2486,6118,0.9996268389408433
1516,9976,0.9996203371712213
439,4008,0.9996100148037116
3416,7830,0.999607476643817
3035,3580,0.9996042255142238
3710,7585,0.9995956227034446
1794,6122,0.9995947605114629
3341,8987,0.9995904937244102
1786,6328,0.9995866870857298
5865,5953,0.9995846064528857
5151,8525,0.9995827328983603
2814,4164,0.9995807325911721
2640,3456,0.9995745143373144
2606,9494,0.9995743306618481
2288,5802,0.9995726593539735
3083,5438,0.999572376961762
5488,8185,0.9995684760603625
679,4008,0.9995677623236834
2105,4519,0.9995668843171489
2291,4000,0.9995659787493273
3027,7413,0.999565342641606
3027,6081,0.9995651446928113
3208,8979,0.9995633101539781
2269,6396,0.9995602939616279
2269,9754,0.9995602939616279
1142,4721,0.999559394195961
3208,3625,0.9995578959768469
439,679,0.9995576335699954
1268,9588,0.999555917673506
1737,5802,0.9995500741130888
642,9082,0.9995439661924431
5038,5391,0.9995414274143286
9140,9220,0.9995409665490688
9140,9506,0.9995408958866772
4646,5756,0.9995399068897037
1597,4008,0.9995397533594906
943,4515,0.9995366142102493
4158,6396,0.9995359971749126
4158,9754,0.9995359971749126
4804,8195,0.9995300768907025
7865,8030,0.9995289326513838
5775,9046,0.9995237757835131
3208,7752,0.9995232809433092
2480,9327,0.9995169200560898
373,7413,0.9995144387207981
3035,8496,0.9995118958016518
340,6249,0.9995086587671479
6249,9192,0.9995086587671479
2148,6249,0.9995086587671479
3035,3727,0.9995043393333638
2880,4595,0.9995024917951585
2696,3883,0.9994986968824173
1142,4383,0.9994950592234328
1644,2480,0.999492086009633
3027,7022,0.9994913253610893
2269,6118,0.999488197462113
8269,8588,0.9994880036468441
4853,7830,0.9994837903986812
4158,6118,0.9994821487493923
1803,8954,0.9994789980966847
373,7022,0.9994742730457497
5756,6127,0.9994710011435536
4244,4470,0.9994696413261697
7780,9961,0.9994689898391402
1619,9758,0.9994614630051933
965,7821,0.999460102865495
2446,3627,0.9994588133231657
7104,7830,0.9994561025873356
2347,5335,0.9994555245925392
1619,4195,0.9994542857194957
5239,9754,0.9994530396476683
5239,6396,0.9994530396476683
1990,3627,0.9994467281213084
1707,8776,0.999446543587764
7723,8776,0.999446543587764
860,4795,0.9994463867906327
3899,5335,0.999442453922565
2811,3250,0.9994400794917723
229,8111,0.9994393063131373
1786,5381,0.9994375204800998
4874,6115,0.9994355990196038
7723,8403,0.9994339508245672
1707,8403,0.9994339508245672
4467,6244,0.9994303887385715
8111,9102,0.9994299099558032
674,4314,0.9994268560933026
2486,6396,0.9994256519607513
2486,9754,0.9994256519607513
1335,9217,0.9994245922848312
4506,9976,0.9994227426852483
679,1597,0.9994227301539118
154,9633,0.999418563628875
154,251,0.9994176292864196
3208,8541,0.9994165566394189
1768,4467,0.9994147106219327
2135,4818,0.9994138877315801
3332,6287,0.999412055256691
1494,6821,0.9994114757911234
5231,7910,0.9994084982030231
965,3461,0.9994079114753139
198,4314,0.9994071677154186
7104,9633,0.9994071035763287
4158,5239,0.9994070255785209
199,3552,0.9994024961475201
5255,8973,0.9994017345627992
684,8385,0.9994003196046588
4052,4164,0.999396194424861
1936,9075,0.9993933549626569
643,8682,0.9993927072850819
34,7800,0.9993896584415705
34,3881,0.9993862061522015
8468,9282,0.9993839830363456
1259,9639,0.9993763943562017
7325,7830,0.9993761026493635
373,6081,0.9993706996505662
2148,9975,0.9993671479743326
9192,9975,0.9993671479743326
340,9975,0.9993671479743326
5498,9689,0.9993623036459547
1786,6932,0.999359118160283
439,1761,0.9993555219596927
2633,3035,0.999351914222263
1126,9383,0.999351200242671
3170,6821,0.9993510714108191
3344,9128,0.9993496117662096
7003,9192,0.9993386582297749
3456,6606,0.9993344852629721
7628,9976,0.9993325821045331
7325,9633,0.9993318036293387
3293,7966,0.9993304188711807
5436,6418,0.9993283658755802
965,2104,0.999326690923142
643,6984,0.9993259016344221
1655,5584,0.9993250122422719
4915,8184,0.9993223017351318
1310,7165,0.9993186208775063
2732,5727,0.9993163413486983
3862,6518,0.9993123951653285
1644,7387,0.999311208376862
3862,8185,0.9993111992511992
2104,3461,0.999310812184488
34,2258,0.9993060480193748
9208,9927,0.9993006071895418
797,2216,0.9992988329886838
349,797,0.9992987682574537
4623,5296,0.9992953922427497
4623,8470,0.9992953922427497
8455,8470,0.999294936272326
5296,8455,0.999294936272326
9208,9870,0.9992945105202197
2814,4052,0.9992935027823715
3516,5239,0.9992919898971444
2528,3883,0.9992855729925294
1102,3884,0.9992835487292895
1733,9592,0.9992833493187661
154,6789,0.9992775315450171
586,9227,0.9992742257813159
3832,6689,0.9992705826894472
154,9721,0.9992690483214143
8488,9559,0.9992676104367839
3899,8988,0.9992627079136163
7387,9327,0.9992608747044419
684,5923,0.9992601793022761
3304,3312,0.9992598359218334
3461,7821,0.999257262623592
5261,6628,0.9992564780411146
2268,8952,0.9992563414185338
474,7584,0.9992452473468199
5533,7584,0.9992452473468199
3250,6670,0.9992437549575853
1450,2697,0.9992411495258046
1268,2590,0.9992344095083208
3278,4255,0.9992319344933924
793,9818,0.9992300280640083
2590,9379,0.9992293364381832
1990,9535,0.9992192825411583
1590,3278,0.9992179254594099
2104,7821,0.9992088321771311
1176,9675,0.9992085953569559
2633,8496,0.9991934496916787
2633,3727,0.9991923520023415
7104,9721,0.9991883424187473
2633,3580,0.9991882643683123
5609,7872,0.9991841426404406
6067,7930,0.9991840342903817
3606,6495,0.9991806653857561
5090,5393,0.9991801038554523
5742,5886,0.9991769956019265
1834,7400,0.9991765765916351
4679,7400,0.9991765765916351
3151,5557,0.9991743624735658
584,3432,0.9991731971900246
1526,5784,0.9991722131391744
2758,3326,0.9991630549564323
3778,5634,0.9991577003615122
6067,9220,0.9991575047906375
6067,9506,0.9991574390345797
4752,9911,0.9991515000462055
2480,2506,0.9991505357236956
2827,5942,0.9991448325773055
4804,6732,0.9991434238542165
8304,9220,0.9991409667624003
8304,9506,0.9991409667624003
305,2283,0.9991350971562154
2157,8430,0.9991346246848372
1212,6947,0.9991319793169506
3410,4243,0.9991297331129299
3278,6689,0.9991266819189014
373,3027,0.9991221261016696
5162,6487,0.9991161147432485
1794,6711,0.9991160976705701
2446,9535,0.9991157253198737
4044,7078,0.999111726979551
4595,7210,0.9991106958598984
679,1761,0.9991098634603425
3177,8945,0.9991079770611786
2606,4913,0.9991062201855936
642,6985,0.999102222379691
8528,9633,0.9990972925936391
3326,7856,0.9990930131183305
6328,8347,0.999088363585173
5381,8347,0.9990881820782429
2883,6628,0.9990874199019758
2372,7659,0.9990858323129383
2811,9887,0.9990743579285225
6193,6354,0.9990653842893928
6932,8347,0.9990649740208154
671,4071,0.9990608692895979
9149,9327,0.9990582076785746
1772,4439,0.9990579772723986
1761,4008,0.9990576517453366
3932,8283,0.9990543342487682
7143,8969,0.9990513582028953
3881,5886,0.9990497244598977
5080,9049,0.9990496918161749
2074,6810,0.9990466138079777
4013,6369,0.999045729650067
2269,4158,0.9990453453676292
7906,8389,0.9990411607912096
3326,5139,0.9990353001991372
3801,7127,0.9990338557601951
322,6628,0.9990289210872668
6328,6932,0.9990251491630988
6249,9975,0.9990241320097222
753,5393,0.9990192904010886
3456,3591,0.9990155929009771
4430,7824,0.9990106203172624
663,1786,0.9990056569689476
3549,5220,0.999003479665671
42,5162,0.9990024918725946
911,1586,0.9990020304132669
1264,3549,0.9990006885300221
1359,7283,0.9989985971597477
2641,7428,0.998997879648609
5886,7800,0.9989956579552344
3293,6001,0.9989951683649123
1975,3304,0.998992712437158
961,2144,0.9989902443042076
961,9637,0.9989900527772579
961,4599,0.9989889558353297
6929,8965,0.9989889486320643
322,1427,0.9989819135755307
6122,6711,0.9989788590981438
1803,2085,0.9989773022604803
7805,7901,0.9989753112046883
653,4290,0.9989741102757843
6267,7143,0.9989591449596816
2880,7210,0.9989527424322269
6699,8412,0.9989454545982965
2347,8988,0.9989450903303805
880,6660,0.9989446660988548
5906,6601,0.9989400978653029
1427,5261,0.9989375814148337
2520,3065,0.9989374028176777
2085,8954,0.998937221285765
2480,7387,0.9989356730838121
5546,5902,0.998935667240055
1176,4682,0.9989335259711295
1904,5441,0.9989318323444806
2792,7736,0.9989297782262447
5669,9736,0.9989251350825159
4019,9192,0.9989225340183719
2641,7461,0.9989060225834407
5220,7036,0.9989050648558159
3293,5432,0.9989034074074653
961,7964,0.9989033123242872
5669,6601,0.9989009164393576
2713,4439,0.9988941702275571
2427,9527,0.9988884244786701
145,9818,0.9988881994614718
5906,6668,0.9988856144357174
5509,7036,0.9988852556311364
4913,9494,0.9988799138861411
186,7887,0.9988792294848903
4173,7887,0.9988792294848903
1427,6878,0.9988766390023369
5429,6487,0.9988731840878619
663,8347,0.9988721556555993
5509,9902,0.9988704405593721
1759,5509,0.998870425508903
2045,8469,0.9988580964832383
4250,4599,0.998857297707211
6724,7400,0.9988564594578797
4110,5095,0.9988503864452357
6732,8195,0.998845195903697
6670,9887,0.9988396265193228
815,4434,0.9988364552249958
2258,5886,0.9988348401710265
7387,9149,0.9988328294977573
6915,9388,0.9988324419525711
42,5429,0.998829482214175
1414,7767,0.9988247483396956
1365,8254,0.9988147288954892
4595,8751,0.9988142458373805
4178,7461,0.9988059295892816
2590,9588,0.99880005072046
4290,9388,0.9987965725415981
2216,5877,0.9987965356234612
5029,8319,0.9987964265106076
288,7079,0.9987962475694433
349,5877,0.998796056915755
5790,9011,0.9987941486338124
5742,7800,0.9987935856444521
653,6915,0.9987877740899203
1996,7382,0.9987836423325946
7767,9474,0.9987823547034723
4646,8844,0.9987822824540283
4845,6328,0.9987769670806018
610,643,0.9987721692675774
3627,9535,0.9987668183861043
3832,4255,0.9987648493090591
6193,7089,0.9987635921582158
2009,6249,0.9987624566914518
5432,7966,0.9987604470399845
5381,6328,0.998758644959862
663,5381,0.9987585543759923
2009,2148,0.9987530055807265
2009,9192,0.9987530055807265
6048,7782,0.9987505851373598
8409,9180,0.9987457109020789
5669,6668,0.9987363478841552
5297,9082,0.9987352887873515
797,5877,0.9987316536941833
1466,7930,0.9987240925584788
6727,7563,0.9987239781395125
1466,9220,0.9987219661251235
1466,9506,0.9987218229814844
6193,6745,0.9987160997240919
4400,8105,0.9987102329450872
2880,8751,0.9987086662372797
331,4959,0.9987073077051216
1265,3238,0.9987066287396085
5061,9776,0.9987062620923288
5220,9902,0.9986873296494598
198,674,0.9986773895125565
6001,7966,0.9986735463333212
3400,3552,0.9986687500887291
213,7872,0.9986594429810957
5335,8988,0.9986575596788104
6985,9082,0.9986476012491465
2969,6641,0.9986431317711317
2969,4960,0.9986431317711317
6127,8844,0.9986412500612707
1911,9592,0.9986396037343184
1933,5852,0.9986393886183632
4549,5083,0.9986253615937672
2883,5261,0.9986248693176424
7359,9778,0.9986244810996843
4290,6566,0.998622443376353
8720,8999,0.9986208211117805
3729,4804,0.9986191050971426
4027,4819,0.9986153526926238
4019,7003,0.9986136660392323
4153,4290,0.9986119987721136
6048,9869,0.9986087341374031
1549,6849,0.9986064509578108
1863,5833,0.9986061223042807
6566,6915,0.9986029878251497
642,5297,0.99860073639582
2758,7856,0.9985969774856873
1246,4590,0.998594818978745
4345,7378,0.9985932848665213
4178,7428,0.9985879272939726
2506,7387,0.9985817596870608
1720,5385,0.9985810971393407
5432,6001,0.9985737179249259
197,3627,0.9985729977778125
6702,9717,0.9985729804633898
1264,7036,0.9985707259055886
3516,6118,0.9985661504071122
186,3702,0.9985585578661456
3702,4173,0.9985585578661456
753,5090,0.9985564322691641
6405,8679,0.998556385829916
4959,8578,0.9985562809385206
4246,4368,0.9985528726996251
3583,5706,0.9985504544945845
9385,9845,0.9985504041481709
5906,9736,0.9985503961247573
3268,4246,0.9985490747669028
4153,6915,0.9985469672948601
1794,6571,0.9985454044742097
474,8455,0.9985430049760071
5533,8455,0.9985430049760071
4758,5438,0.9985422787266665
474,4623,0.998541200784802
2192,8776,0.9985368713300142
1268,7961,0.9985332576763443
6476,7930,0.998530097905558
1291,5460,0.9985285219996523
1878,2468,0.9985277195797211
1596,1620,0.9985155965464578
6308,7800,0.9985114376425787
276,6416,0.9985107989212832
3449,4164,0.9985091189307123
642,3242,0.9985040463793908
1590,3832,0.9984945378058382
6476,9220,0.9984936439764126
6476,9506,0.9984936439764126
1489,3293,0.9984919786858881
2725,9728,0.9984741531984057
3675,7571,0.9984728173096094
2811,6670,0.998470519408558
5785,8347,0.9984695904487144
1834,6724,0.9984633074299727
4679,6724,0.9984633074299727
2192,8403,0.9984605629594792
6878,8409,0.9984568002415126
1264,1759,0.9984481635515106
6092,6668,0.998442786775326
5785,6328,0.9984421043811551
682,9890,0.9984376574704947
1526,6118,0.9984360238207607
1259,9148,0.9984352822208854
183,806,0.9984335472453308
5261,9957,0.9984334352716857
3516,4158,0.9984328223692469
1108,6149,0.9984326167208195
7961,9379,0.9984307239552852
7359,7785,0.9984294765095515
2758,5139,0.9984197878122474
2725,7887,0.9984189807867234
5391,5824,0.9984096781470013
1733,1911,0.9984070317291418
5498,8138,0.9984042829376097
1386,3344,0.998401304284389
1794,4696,0.9983934089400547
5139,7856,0.9983837224737493
4340,6894,0.9983688694640811
34,7900,0.9983570828848971
3702,7887,0.9983560549473631
3337,4481,0.9983492132224056
3344,6233,0.9983467879719754
3215,8285,0.9983445729435128
5266,8277,0.9983441362770789
5523,9106,0.9983435839841504
6122,6571,0.9983382694692119
6092,9736,0.9983284951096087
2580,4164,0.9983235689236907
1547,6521,0.9983158527879329
6092,6601,0.9983069890867469
3242,9082,0.9983025471013799
4503,7248,0.9982949685781293
8471,9648,0.9982926969104754
3684,3778,0.9982908205952707
5737,8471,0.9982906223864729
2765,4849,0.9982885387566475
2827,7571,0.9982841754356215
3242,6985,0.9982792405819911
197,2446,0.998278655713528
1001,7785,0.9982777786617685
213,8821,0.9982769882057186
2237,9776,0.9982767231491536
1489,6001,0.9982729224217227
4585,8879,0.9982711945295808
4062,4255,0.9982652300711816
213,5609,0.9982652125167348
5038,5824,0.9982595298705011
2814,3449,0.9982588319665358
653,6566,0.9982538038088385
3083,4758,0.9982523890490461
4062,6689,0.9982444085686426
6582,9734,0.9982382773872229
1596,7226,0.9982337373602035
6544,7413,0.998224430221523
3242,5297,0.9982170656729894
2981,4158,0.9982155043623634
1360,9018,0.9982111405551262
33,4758,0.998207001200907
2981,6396,0.9982058246949925
2981,9754,0.9982058246949925
6694,7036,0.9982041488525012
1238,9860,0.9981977968661037
4196,6437,0.9981950551660224
1264,9902,0.9981946574084669
5978,8820,0.9981928802827532
186,2725,0.9981903316268209
2725,4173,0.9981903316268209
17,5104,0.9981864137380049
3113,7653,0.9981856194188503
3729,6732,0.9981844756529078
322,9957,0.9981796704179261
7785,9778,0.9981749020459788
2661,7269,0.9981617747068194
3278,4062,0.9981570338569516
3449,4052,0.9981394390566425
2972,4717,0.9981383290195617
156,4124,0.9981361054503524
5334,5830,0.9981296004030686
5942,7571,0.9981289730891254
82,8175,0.9981276700455992
4696,6122,0.9981160404673467
322,5261,0.9981154717198961
6694,9902,0.9981091154485054
2933,7874,0.9980936443577948
6544,7022,0.9980906484721361
327,3410,0.9980852755854589
763,3259,0.9980850194575884
197,9535,0.9980810494775989
1489,7966,0.9980809326987656
377,1510,0.9980732819592726
5829,6228,0.99807221111696
33,1112,0.9980714680597805
5756,8844,0.9980704832653394
3684,5634,0.9980568546122008
2074,9091,0.9980566602266023
6584,9655,0.9980504256819219
2,3250,0.9980423386907642
1526,5239,0.9980400135188602
7872,8821,0.9980362836497026
4595,8358,0.9980286808822527
199,3400,0.9980238129668701
1526,6396,0.9980171926524636
5296,7584,0.9980085624519606
2126,5105,0.9979945898281346
7961,9588,0.997984857404959
9148,9639,0.9979846100201524
4124,5536,0.9979838356028361
4153,6566,0.997983624114219
327,4243,0.997981647318732
2981,6118,0.9979780168088528
2453,9071,0.9979734989862412
2426,5530,0.9979686589053527
9101,9633,0.9979672491759168
355,5120,0.9979659102403615
5095,7071,0.9979626522882316
5334,9839,0.9979546363428002
663,6328,0.9979494016498237
5131,9774,0.9979403656685417
5513,8133,0.9979221044312137
6777,8973,0.9979184674136827
4307,5649,0.9979142348841559
2032,5498,0.9979118281226991
4696,6711,0.9979076254821848
3941,6287,0.9979062000383887
653,4153,0.9979058996547105
197,1990,0.997899394421734
189,3143,0.997898248290526
2449,3175,0.9978976139925744
2827,4385,0.997891889877508
1716,7329,0.9978878817564616
7561,8391,0.9978783469092019
1386,7432,0.9978679431475069
2465,9872,0.9978655005830463
1707,2192,0.9978592776340929
2192,7723,0.9978592776340929
1001,6497,0.9978569349860091
5358,5488,0.9978563515630408
3548,7638,0.9978538213403101
5162,5429,0.9978497503360226
3344,7432,0.9978461317416056
3986,5276,0.9978457449200525
8889,8959,0.9978324624384345
1749,5829,0.9978324393822497
5358,6518,0.99783055081167
331,8578,0.9978260864174313
5511,9600,0.9978255572801265
3900,5906,0.9978222812888394
2426,9927,0.9978184334619047
46,7653,0.997807638813637
2590,7961,0.9978069322697039
6816,9754,0.9978056535897969
2426,4553,0.9978005272370546
2253,9934,0.9977992264251813
6229,8372,0.9977975103668513
2426,9870,0.9977955591514566
956,5893,0.997795268249935
5358,8185,0.9977928636199325
1747,9710,0.9977898736982405
492,8185,0.9977873298310114
944,1102,0.9977811935653338
1051,5906,0.997779187468902
4696,6571,0.9977767790559946
2032,9689,0.9977754419205195
6011,6537,0.9977743698349506
1335,3909,0.9977706630130436
492,640,0.9977701809096037
492,6518,0.9977663485987367
3900,6668,0.9977614293263705
2641,4178,0.9977583199183848
1546,8926,0.9977572741539897
1511,3343,0.9977555642830895
5255,6777,0.9977549941813315
5669,5906,0.9977473167270493
529,1696,0.9977434748372744
4448,6623,0.9977408518284245
5251,8233,0.9977404982390822
3675,4712,0.997733365461261
4843,6571,0.9977222555091028
1489,5432,0.9977203130027358
5297,6985,0.9977180762345261
4885,9428,0.9977165604462658
2,9887,0.9977159818875903
2263,3212,0.9977156047023992
451,6353,0.9977143923623755
5609,8821,0.9977143052146218
2880,8358,0.9977129700847457
2579,9934,0.9977127352631139
2485,8931,0.9977088508962206
5752,6584,0.9977066816791869
333,1797,0.9976948145938564
333,3305,0.9976947361798874
1581,7210,0.9976929586075711
1102,5107,0.9976911408593234
5536,8328,0.9976840305526202
